ProductName,Category,StorageCondition,DaysUntilExpiration,DaysSinceOpened,IsOpened,IsSensitive,Quantity,PreviousWasteCount,PreviousSharedCount,Season,RiskScore,RiskLabel
Poğaça,Fırın Ürünü,Oda Sıcaklığı,1,8,True,True,1.97,5,3,Sonbahar,100,Critical
Etli Yemek,Pişmiş Yemek,Oda Sıcaklığı,2,0,False,True,2.7,6,3,Sonbahar,86,Critical
Tavuk,Et Ürünleri,Buzdolabı,-1,7,True,True,1.07,6,5,Kış,100,Critical
Tost Ekmeği,Fırın Ürünü,Oda Sıcaklığı,1,6,True,False,4.03,2,0,Kış,80,Critical
Salatalık,Sebze,Buzdolabı,3,0,False,True,3.85,1,5,Kış,30,Medium
Zeytin,Kahvaltılık,Dondurucu,12,5,True,False,4.46,5,1,Kış,47,Medium
Kırmızı Et,Et Ürünleri,Buzdolabı,2,0,False,True,2.92,4,2,Sonbahar,58,Medium
Ekmek,Fırın Ürünü,Dondurucu,2,0,False,False,4.28,0,4,Sonbahar,15,Low
Elma,Meyve,Buzdolabı,12,0,False,False,3.63,5,4,Kış,12,Low
Üzüm,Meyve,Buzdolabı,-1,0,False,True,4.18,5,0,İlkbahar,76,High
Sucuk,Et Ürünleri,Dondurucu,16,0,False,True,4.88,1,0,Yaz,19,Low
Muz,Meyve,Dondurucu,3,0,False,True,1.35,2,4,Sonbahar,28,Low
Poğaça,Fırın Ürünü,Buzdolabı,1,4,True,True,4.8,6,1,Kış,96,Critical
Şeker,Kuru Gıda,Buzdolabı,106,0,False,False,1.62,2,0,Sonbahar,8,Low
Poğaça,Fırın Ürünü,Buzdolabı,3,4,True,True,0.39,0,3,Yaz,66,High
Ekmek,Fırın Ürünü,Buzdolabı,3,0,False,False,1.99,2,4,Kış,21,Low
Simit,Fırın Ürünü,Dondurucu,-2,6,True,False,4.82,1,2,Kış,70,High
Kırmızı Et,Et Ürünleri,Oda Sıcaklığı,-2,2,True,True,0.98,6,3,Kış,100,Critical
Makarna,Kuru Gıda,Buzdolabı,30,1,True,False,2.04,3,4,Kış,24,Low
Un,Kuru Gıda,Oda Sıcaklığı,96,3,True,False,2.35,4,5,Sonbahar,38,Medium
Mercimek,Kuru Gıda,Dondurucu,61,0,False,False,4.33,2,1,Yaz,0,Low
Nohut,Kuru Gıda,Oda Sıcaklığı,146,0,False,False,4.19,6,3,Kış,22,Low
Patates,Sebze,Oda Sıcaklığı,17,0,False,False,1.21,5,0,Kış,24,Low
Portakal,Meyve,Dondurucu,16,8,True,False,4.78,4,4,İlkbahar,37,Medium
Brokoli,Sebze,Oda Sıcaklığı,4,0,False,True,0.42,6,5,Kış,72,High
Yoğurt,Süt Ürünleri,Oda Sıcaklığı,6,0,False,True,2.4,5,5,Kış,55,Medium
Simit,Fırın Ürünü,Oda Sıcaklığı,-3,1,True,False,4.88,4,2,İlkbahar,77,High
Bulgur,Kuru Gıda,Buzdolabı,179,0,False,False,1.78,4,4,Yaz,8,Low
Yoğurt,Süt Ürünleri,Dondurucu,2,8,True,True,4.37,3,0,İlkbahar,87,Critical
Çilek,Meyve,Oda Sıcaklığı,-3,4,True,True,0.91,6,4,Kış,100,Critical
Reçel,Kahvaltılık,Oda Sıcaklığı,33,0,False,False,2.97,4,2,İlkbahar,16,Low
Kırmızı Et,Et Ürünleri,Dondurucu,4,4,True,True,0.9,2,5,Kış,54,Medium
Makarna,Kuru Gıda,Dondurucu,214,0,False,False,4.37,6,2,Sonbahar,12,Low
Limon,Meyve,Dondurucu,-2,3,True,False,1.31,0,5,Sonbahar,51,Medium
Salatalık,Sebze,Buzdolabı,5,0,False,True,4.7,0,5,Kış,26,Low
Havuç,Sebze,Oda Sıcaklığı,9,0,False,False,0.28,4,4,Kış,20,Low
Simit,Fırın Ürünü,Dondurucu,2,0,False,False,0.57,4,0,Kış,39,Medium
Krema,Süt Ürünleri,Oda Sıcaklığı,1,0,False,True,2.31,0,4,Yaz,68,High
Elma,Meyve,Buzdolabı,10,10,True,False,2.32,4,2,İlkbahar,57,Medium
Elma,Meyve,Buzdolabı,13,5,True,False,2.25,2,4,Kış,37,Medium
Ekmek,Fırın Ürünü,Dondurucu,4,8,True,False,3.13,0,2,Kış,46,Medium
Pirinç,Kuru Gıda,Oda Sıcaklığı,122,0,False,False,1.15,4,4,Kış,12,Low
Meyve Suyu,İçecek,Oda Sıcaklığı,-1,2,True,True,1.43,3,1,Sonbahar,100,Critical
Biber,Sebze,Buzdolabı,-2,0,False,True,1.46,4,0,Yaz,80,Critical
Ispanak,Sebze,Buzdolabı,-3,0,False,True,2.84,4,1,Sonbahar,70,High
Marul,Sebze,Buzdolabı,-3,0,False,True,4.43,4,0,Sonbahar,72,High
Meyve Suyu,İçecek,Dondurucu,0,0,False,True,4.73,6,3,Yaz,74,High
Brokoli,Sebze,Oda Sıcaklığı,4,0,False,True,4.57,5,4,Yaz,78,High
Patates,Sebze,Buzdolabı,-2,9,True,False,4.19,4,4,Sonbahar,86,Critical
Simit,Fırın Ürünü,Buzdolabı,-3,0,False,False,3.02,4,0,Yaz,57,Medium
Lavaş,Fırın Ürünü,Dondurucu,-1,9,True,False,1.35,0,5,Yaz,60,High
Muz,Meyve,Buzdolabı,0,9,True,True,0.88,6,0,Yaz,100,Critical
Balık,Et Ürünleri,Oda Sıcaklığı,1,0,False,True,1.61,1,3,İlkbahar,66,High
Domates,Sebze,Buzdolabı,2,2,True,True,3.33,5,2,Sonbahar,82,Critical
Üzüm,Meyve,Dondurucu,2,0,False,True,2.3,5,0,Sonbahar,58,Medium
Domates,Sebze,Buzdolabı,6,0,False,True,2.55,2,0,Kış,31,Medium
Pirinç,Kuru Gıda,Buzdolabı,170,3,True,False,1.9,5,1,İlkbahar,46,Medium
Ispanak,Sebze,Buzdolabı,2,0,False,True,0.51,0,3,Kış,40,Medium
Soğan,Sebze,Dondurucu,0,9,True,False,2.19,1,3,Sonbahar,68,High
Pişmiş Makarna,Pişmiş Yemek,Oda Sıcaklığı,0,8,True,True,3.4,2,3,Yaz,100,Critical
Karpuz,Meyve,Dondurucu,4,5,True,True,4.4,4,5,Yaz,79,High
Elma,Meyve,Oda Sıcaklığı,17,0,False,False,1.96,3,5,İlkbahar,6,Low
Çilek,Meyve,Oda Sıcaklığı,0,5,True,True,1.27,3,3,Yaz,100,Critical
Armut,Meyve,Oda Sıcaklığı,1,9,True,True,1.92,6,4,İlkbahar,100,Critical
Zeytin,Kahvaltılık,Dondurucu,56,5,True,False,1.02,0,0,Yaz,29,Low
Zeytinyağlı Yemek,Pişmiş Yemek,Oda Sıcaklığı,2,0,False,True,2.88,0,4,Sonbahar,60,High
Krema,Süt Ürünleri,Oda Sıcaklığı,2,0,False,True,0.51,5,5,Kış,78,High
Portakal,Meyve,Oda Sıcaklığı,-3,0,False,False,0.59,5,2,Kış,61,High
Kapalı Konserve,Konserve,Dondurucu,303,0,False,False,1.14,0,0,Yaz,0,Low
Etli Yemek,Pişmiş Yemek,Dondurucu,1,2,True,True,4.91,2,2,Kış,62,High
Peynir,Süt Ürünleri,Buzdolabı,8,3,True,True,3.75,3,0,Sonbahar,63,High
Marul,Sebze,Dondurucu,-2,3,True,True,3.22,5,4,Kış,88,Critical
Balık,Et Ürünleri,Oda Sıcaklığı,1,9,True,True,2.73,6,4,Kış,100,Critical
Tost Ekmeği,Fırın Ürünü,Dondurucu,-3,0,False,False,3.91,3,5,Kış,35,Medium
Yoğurt,Süt Ürünleri,Buzdolabı,3,10,True,True,3.62,0,2,İlkbahar,69,High
Salatalık,Sebze,Dondurucu,4,6,True,True,1.72,4,0,İlkbahar,81,Critical
Süt,Süt Ürünleri,Oda Sıcaklığı,-1,7,True,True,1.03,5,0,İlkbahar,100,Critical
Havuç,Sebze,Dondurucu,18,0,False,False,1.49,0,0,Yaz,0,Low
Şeker,Kuru Gıda,Buzdolabı,153,0,False,False,0.62,0,0,Kış,0,Low
Portakal,Meyve,Dondurucu,16,0,False,False,3.47,6,3,Kış,10,Low
Peynir,Süt Ürünleri,Oda Sıcaklığı,2,8,True,True,0.58,0,3,Sonbahar,99,Critical
Salam,Et Ürünleri,Buzdolabı,9,0,False,True,1.05,0,1,Sonbahar,21,Low
Meyve Suyu,İçecek,Dondurucu,-2,0,False,True,4.0,3,2,Kış,56,Medium
Mercimek,Kuru Gıda,Oda Sıcaklığı,97,0,False,False,2.54,5,4,İlkbahar,16,Low
Kapalı Konserve,Konserve,Dondurucu,210,0,False,False,3.13,3,4,Yaz,0,Low
Çorba,Pişmiş Yemek,Oda Sıcaklığı,3,5,True,True,2.38,1,4,İlkbahar,91,Critical
Armut,Meyve,Oda Sıcaklığı,5,2,True,True,1.05,2,4,Yaz,86,Critical
Süt,Süt Ürünleri,Oda Sıcaklığı,0,0,False,True,1.86,3,4,Sonbahar,82,Critical
Krema,Süt Ürünleri,Oda Sıcaklığı,2,10,True,True,1.8,3,0,Yaz,100,Critical
Ayran,Süt Ürünleri,Buzdolabı,5,0,False,True,2.41,5,1,Yaz,62,High
Portakal,Meyve,Oda Sıcaklığı,7,0,False,False,0.86,1,0,İlkbahar,16,Low
Açılmış Konserve,Konserve,Buzdolabı,4,0,False,True,4.2,0,2,Kış,32,Medium
Muz,Meyve,Dondurucu,3,0,False,True,3.22,0,3,Kış,22,Low
Salam,Et Ürünleri,Dondurucu,-3,0,False,True,0.77,4,5,Kış,54,Medium
Etli Yemek,Pişmiş Yemek,Dondurucu,0,0,False,True,3.77,5,1,Yaz,74,High
Pirinç,Kuru Gıda,Dondurucu,47,0,False,False,4.1,3,5,Kış,0,Low
Süt,Süt Ürünleri,Oda Sıcaklığı,-1,0,False,True,4.16,3,1,Kış,88,Critical
Tost Ekmeği,Fırın Ürünü,Oda Sıcaklığı,4,2,True,False,4.38,3,1,Yaz,55,Medium
Yoğurt,Süt Ürünleri,Dondurucu,6,0,False,True,3.8,0,4,İlkbahar,7,Low
Kıyma,Et Ürünleri,Buzdolabı,0,7,True,True,3.8,5,5,Kış,100,Critical
Pişmiş Makarna,Pişmiş Yemek,Buzdolabı,-2,0,False,True,1.29,5,3,İlkbahar,70,High
Biber,Sebze,Buzdolabı,1,0,False,True,4.2,6,5,Kış,60,High
Biber,Sebze,Oda Sıcaklığı,0,0,False,True,2.94,4,5,İlkbahar,84,Critical
Çilek,Meyve,Oda Sıcaklığı,1,0,False,True,4.75,0,4,İlkbahar,60,High
Ekmek,Fırın Ürünü,Buzdolabı,-1,0,False,False,3.97,2,1,Sonbahar,47,Medium
Simit,Fırın Ürünü,Oda Sıcaklığı,-2,5,True,False,5.0,4,2,Sonbahar,94,Critical
Şeker,Kuru Gıda,Buzdolabı,222,0,False,False,3.86,3,3,İlkbahar,6,Low
Karpuz,Meyve,Dondurucu,5,9,True,True,4.29,1,1,Yaz,75,High
Marul,Sebze,Dondurucu,4,0,False,True,2.3,2,5,Sonbahar,26,Low
Kapalı Konserve,Konserve,Dondurucu,43,0,False,False,2.52,4,5,Sonbahar,0,Low
Makarna,Kuru Gıda,Dondurucu,3,0,False,False,3.95,3,4,İlkbahar,17,Low
Yoğurt,Süt Ürünleri,Oda Sıcaklığı,10,5,True,True,4.22,1,4,İlkbahar,78,High
Kıyma,Et Ürünleri,Buzdolabı,-1,6,True,True,4.18,5,4,Yaz,100,Critical
Karpuz,Meyve,Dondurucu,7,0,False,True,3.46,6,5,Kış,29,Low
Reçel,Kahvaltılık,Dondurucu,53,0,False,False,2.21,5,1,Kış,10,Low
Kaşar Peyniri,Süt Ürünleri,Buzdolabı,-1,0,False,True,1.01,0,4,İlkbahar,48,Medium
Üzüm,Meyve,Dondurucu,-1,0,False,True,3.24,6,0,Kış,72,High
Patates,Sebze,Dondurucu,12,0,False,False,2.07,4,0,Yaz,8,Low
Şeker,Kuru Gıda,Buzdolabı,365,0,False,False,2.32,6,5,Kış,14,Low
Portakal,Meyve,Dondurucu,14,0,False,False,0.84,1,1,Kış,0,Low
Bulgur,Kuru Gıda,Dondurucu,17,10,True,False,4.01,5,0,Sonbahar,49,Medium
Üzüm,Meyve,Oda Sıcaklığı,6,1,True,True,3.92,4,3,Kış,75,High
Kıyma,Et Ürünleri,Oda Sıcaklığı,-2,2,True,True,1.57,5,1,İlkbahar,100,Critical
Balık,Et Ürünleri,Dondurucu,0,0,False,True,3.3,5,2,Kış,64,High
Süt,Süt Ürünleri,Oda Sıcaklığı,-3,0,False,True,1.09,4,2,Sonbahar,90,Critical
Portakal,Meyve,Buzdolabı,9,4,True,False,3.04,2,1,İlkbahar,42,Medium
Un,Kuru Gıda,Buzdolabı,95,0,False,False,1.93,0,4,İlkbahar,0,Low
Brokoli,Sebze,Oda Sıcaklığı,1,10,True,True,2.97,2,0,İlkbahar,100,Critical
Peynir,Süt Ürünleri,Dondurucu,11,0,False,True,2.77,3,0,Sonbahar,19,Low
Sucuk,Et Ürünleri,Dondurucu,14,7,True,True,0.92,5,1,Yaz,70,High
Lavaş,Fırın Ürünü,Buzdolabı,5,8,True,False,2.45,4,3,Sonbahar,68,High
Ekmek,Fırın Ürünü,Dondurucu,4,4,True,False,4.33,1,0,Kış,45,Medium
Pirinç,Kuru Gıda,Buzdolabı,51,8,True,False,2.71,6,3,Yaz,55,Medium
Meyve Suyu,İçecek,Buzdolabı,0,0,False,True,4.09,3,3,Sonbahar,62,High
Marul,Sebze,Oda Sıcaklığı,2,10,True,True,3.47,2,5,İlkbahar,100,Critical
Bulgur,Kuru Gıda,Buzdolabı,99,10,True,False,1.48,2,3,Sonbahar,39,Medium
Un,Kuru Gıda,Oda Sıcaklığı,29,0,False,False,3.28,5,2,Yaz,20,Low
Poğaça,Fırın Ürünü,Buzdolabı,2,10,True,True,3.95,3,4,İlkbahar,87,Critical
Şeker,Kuru Gıda,Buzdolabı,77,6,True,False,2.9,0,4,Sonbahar,29,Low
Çorba,Pişmiş Yemek,Buzdolabı,3,0,False,True,3.26,6,4,Yaz,60,High
Pişmiş Pilav,Pişmiş Yemek,Oda Sıcaklığı,-2,4,True,True,3.54,1,3,Sonbahar,100,Critical
Zeytinyağlı Yemek,Pişmiş Yemek,Buzdolabı,-1,0,False,True,1.46,4,5,İlkbahar,62,High
Salam,Et Ürünleri,Oda Sıcaklığı,-2,0,False,True,1.06,4,1,Kış,92,Critical
Marul,Sebze,Buzdolabı,3,6,True,True,1.66,0,1,İlkbahar,71,High
Kapalı Konserve,Konserve,Oda Sıcaklığı,191,1,True,False,3.4,0,5,Sonbahar,14,Low
Kıyma,Et Ürünleri,Dondurucu,-2,8,True,True,1.52,4,2,İlkbahar,97,Critical
Makarna,Kuru Gıda,Oda Sıcaklığı,172,0,False,False,2.66,3,1,Yaz,14,Low
Domates,Sebze,Dondurucu,-1,9,True,True,4.1,6,2,Sonbahar,100,Critical
Şeker,Kuru Gıda,Buzdolabı,47,6,True,False,1.13,2,2,İlkbahar,41,Medium
Kırmızı Et,Et Ürünleri,Buzdolabı,0,5,True,True,2.51,3,2,İlkbahar,100,Critical
Portakal,Meyve,Buzdolabı,8,8,True,False,4.45,5,1,Yaz,63,High
Soğan,Sebze,Buzdolabı,6,0,False,False,1.99,0,2,Sonbahar,4,Low
Ayran,Süt Ürünleri,Dondurucu,-2,5,True,True,1.38,4,5,Sonbahar,91,Critical
Zeytinyağlı Yemek,Pişmiş Yemek,Buzdolabı,1,0,False,True,3.93,5,1,Yaz,72,High
Pirinç,Kuru Gıda,Dondurucu,53,0,False,False,3.26,5,5,Kış,2,Low
Karpuz,Meyve,Oda Sıcaklığı,1,0,False,True,0.98,3,1,Yaz,86,Critical
Karpuz,Meyve,Oda Sıcaklığı,6,0,False,True,2.63,5,0,İlkbahar,65,High
Makarna,Kuru Gıda,Oda Sıcaklığı,177,0,False,False,1.01,3,4,Kış,8,Low
Kapalı Konserve,Konserve,Buzdolabı,268,0,False,False,1.31,3,1,Sonbahar,10,Low
Yoğurt,Süt Ürünleri,Buzdolabı,-1,5,True,True,2.62,1,5,Sonbahar,87,Critical
Un,Kuru Gıda,Dondurucu,27,1,True,False,4.62,5,2,Sonbahar,28,Low
Un,Kuru Gıda,Oda Sıcaklığı,100,9,True,False,1.75,1,4,Kış,37,Medium
Pişmiş Makarna,Pişmiş Yemek,Buzdolabı,3,7,True,True,1.59,3,4,Kış,77,High
Üzüm,Meyve,Oda Sıcaklığı,-3,0,False,True,3.33,0,5,Kış,68,High
Ekmek,Fırın Ürünü,Buzdolabı,1,0,False,False,4.27,3,3,Sonbahar,37,Medium
Meyve Suyu,İçecek,Dondurucu,6,0,False,True,4.92,3,2,İlkbahar,23,Low
Çilek,Meyve,Oda Sıcaklığı,-3,0,False,True,1.23,0,2,Sonbahar,74,High
Şeker,Kuru Gıda,Oda Sıcaklığı,240,0,False,False,0.42,3,4,Kış,8,Low
Kabak,Sebze,Dondurucu,8,1,True,True,4.1,3,0,Yaz,55,Medium
Havuç,Sebze,Buzdolabı,10,3,True,False,0.72,2,5,Kış,34,Medium
Salam,Et Ürünleri,Dondurucu,-3,8,True,True,1.17,6,2,İlkbahar,100,Critical
Çilek,Meyve,Oda Sıcaklığı,4,2,True,True,4.84,1,0,Sonbahar,82,Critical
Üzüm,Meyve,Oda Sıcaklığı,-3,6,True,True,3.58,1,3,Yaz,100,Critical
Limon,Meyve,Dondurucu,4,8,True,False,4.15,6,4,Yaz,66,High
Meyve Suyu,İçecek,Oda Sıcaklığı,4,0,False,True,0.83,6,4,Yaz,82,Critical
Bulgur,Kuru Gıda,Buzdolabı,38,6,True,False,4.67,6,2,Kış,57,Medium
Brokoli,Sebze,Buzdolabı,1,10,True,True,0.92,4,5,Kış,89,Critical
Pirinç,Kuru Gıda,Oda Sıcaklığı,99,0,False,False,2.76,6,4,Kış,20,Low
Kaşar Peyniri,Süt Ürünleri,Oda Sıcaklığı,1,0,False,True,1.5,4,3,Yaz,86,Critical
Zeytin,Kahvaltılık,Dondurucu,46,2,True,False,3.93,2,2,Kış,16,Low
Çorba,Pişmiş Yemek,Oda Sıcaklığı,-1,0,False,True,4.94,1,1,İlkbahar,80,Critical
Etli Yemek,Pişmiş Yemek,Buzdolabı,2,0,False,True,3.12,5,2,Sonbahar,62,High
Portakal,Meyve,Buzdolabı,3,9,True,False,4.17,0,1,İlkbahar,56,Medium
Etli Yemek,Pişmiş Yemek,Buzdolabı,-2,0,False,True,0.51,5,3,Kış,70,High
Lavaş,Fırın Ürünü,Oda Sıcaklığı,-2,1,True,False,3.91,5,4,Yaz,77,High
Şeker,Kuru Gıda,Buzdolabı,228,0,False,False,3.25,0,2,Kış,0,Low
Çorba,Pişmiş Yemek,Oda Sıcaklığı,-3,0,False,True,2.04,1,4,Kış,74,High
Domates,Sebze,Buzdolabı,5,1,True,True,2.91,3,4,Kış,60,High
Elma,Meyve,Buzdolabı,6,3,True,False,4.35,2,1,İlkbahar,42,Medium
Simit,Fırın Ürünü,Dondurucu,1,0,False,False,0.4,3,4,Yaz,27,Low
Havuç,Sebze,Dondurucu,-3,6,True,False,3.75,6,0,Kış,94,Critical
Reçel,Kahvaltılık,Oda Sıcaklığı,65,8,True,False,4.03,2,5,Yaz,39,Medium
Üzüm,Meyve,Dondurucu,-2,9,True,True,1.86,6,4,Sonbahar,100,Critical
Sucuk,Et Ürünleri,Buzdolabı,1,6,True,True,3.61,2,4,İlkbahar,83,Critical
Zeytin,Kahvaltılık,Buzdolabı,18,0,False,False,2.03,4,5,Sonbahar,6,Low
Patates,Sebze,Buzdolabı,-3,3,True,False,2.29,3,5,Yaz,71,High
Ispanak,Sebze,Buzdolabı,4,0,False,True,2.58,6,5,Yaz,58,Medium
Patates,Sebze,Dondurucu,30,0,False,False,4.89,4,0,Yaz,8,Low
Poğaça,Fırın Ürünü,Buzdolabı,3,1,True,True,0.36,6,5,Kış,70,High
Sucuk,Et Ürünleri,Buzdolabı,17,6,True,True,1.01,3,4,Yaz,64,High
Karpuz,Meyve,Buzdolabı,-2,0,False,True,0.28,3,0,Kış,68,High
Tavuk,Et Ürünleri,Buzdolabı,-3,0,False,True,0.64,3,0,İlkbahar,68,High
Üzüm,Meyve,Oda Sıcaklığı,5,0,False,True,0.43,2,4,İlkbahar,58,Medium
Kaşar Peyniri,Süt Ürünleri,Buzdolabı,1,0,False,True,4.87,1,5,İlkbahar,40,Medium
Patates,Sebze,Dondurucu,7,0,False,False,0.5,2,0,İlkbahar,8,Low
Portakal,Meyve,Dondurucu,10,0,False,False,3.96,3,0,Sonbahar,12,Low
Limon,Meyve,Oda Sıcaklığı,4,0,False,False,3.36,1,0,Yaz,29,Low
Salatalık,Sebze,Buzdolabı,3,10,True,True,0.67,1,2,İlkbahar,73,High
Muz,Meyve,Buzdolabı,6,8,True,True,3.31,5,3,İlkbahar,74,High
Makarna,Kuru Gıda,Buzdolabı,62,0,False,False,2.1,3,3,Sonbahar,6,Low
Un,Kuru Gıda,Buzdolabı,60,0,False,False,3.45,5,5,Yaz,10,Low
Mercimek,Kuru Gıda,Buzdolabı,15,0,False,False,3.99,5,3,Sonbahar,14,Low
Nohut,Kuru Gıda,Dondurucu,116,0,False,False,1.31,6,2,Yaz,12,Low
Peynir,Süt Ürünleri,Dondurucu,-1,1,True,True,2.78,1,0,Yaz,80,Critical
Lavaş,Fırın Ürünü,Buzdolabı,4,3,True,False,4.78,3,4,İlkbahar,53,Medium
Üzüm,Meyve,Buzdolabı,4,0,False,True,0.85,3,1,Yaz,54,Medium
Süt,Süt Ürünleri,Buzdolabı,6,8,True,True,4.98,2,2,Yaz,72,High
Kırmızı Et,Et Ürünleri,Oda Sıcaklığı,0,0,False,True,0.31,1,0,Sonbahar,82,Critical
Tavuk,Et Ürünleri,Oda Sıcaklığı,0,9,True,True,3.94,2,0,İlkbahar,100,Critical
Kabak,Sebze,Dondurucu,5,9,True,True,3.05,4,1,Kış,79,High
Elma,Meyve,Buzdolabı,11,0,False,False,0.81,5,2,İlkbahar,16,Low
Tost Ekmeği,Fırın Ürünü,Dondurucu,3,9,True,False,2.11,4,3,Yaz,60,High
Makarna,Kuru Gıda,Dondurucu,227,5,True,False,4.25,1,5,Yaz,23,Low
Biber,Sebze,Dondurucu,-1,0,False,True,0.79,1,3,İlkbahar,46,Medium
Kabak,Sebze,Oda Sıcaklığı,4,10,True,True,0.97,4,3,Sonbahar,100,Critical
Sucuk,Et Ürünleri,Dondurucu,17,0,False,True,4.27,2,4,Sonbahar,7,Low
Etli Yemek,Pişmiş Yemek,Dondurucu,1,1,True,True,2.73,0,3,Yaz,60,High
Tost Ekmeği,Fırın Ürünü,Oda Sıcaklığı,4,0,False,False,2.41,5,5,İlkbahar,35,Medium
Açılmış Konserve,Konserve,Buzdolabı,-3,0,False,True,1.25,2,3,Kış,58,Medium
Armut,Meyve,Oda Sıcaklığı,-3,0,False,True,2.44,5,3,Yaz,100,Critical
Pişmiş Makarna,Pişmiş Yemek,Buzdolabı,-3,0,False,True,1.39,4,2,İlkbahar,68,High
Brokoli,Sebze,Buzdolabı,4,7,True,True,4.82,3,2,Yaz,89,Critical
Un,Kuru Gıda,Buzdolabı,115,0,False,False,1.83,0,5,Kış,0,Low
Portakal,Meyve,Buzdolabı,2,0,False,False,4.4,0,0,İlkbahar,31,Medium
Domates,Sebze,Dondurucu,2,1,True,True,0.29,0,4,İlkbahar,50,Medium
Kıyma,Et Ürünleri,Buzdolabı,0,0,False,True,3.7,1,4,İlkbahar,52,Medium
Kırmızı Et,Et Ürünleri,Buzdolabı,5,10,True,True,0.46,1,3,Sonbahar,71,High
Poğaça,Fırın Ürünü,Buzdolabı,2,0,False,True,3.53,2,5,Yaz,52,Medium
Limon,Meyve,Oda Sıcaklığı,8,0,False,False,4.42,1,0,İlkbahar,16,Low
Pirinç,Kuru Gıda,Buzdolabı,-2,0,False,False,2.25,6,4,Yaz,57,Medium
Mercimek,Kuru Gıda,Dondurucu,155,0,False,False,4.44,1,2,Sonbahar,0,Low
Un,Kuru Gıda,Buzdolabı,12,0,False,False,2.67,3,0,Kış,12,Low
Kırmızı Et,Et Ürünleri,Buzdolabı,1,0,False,True,4.52,2,0,Yaz,62,High
Un,Kuru Gıda,Oda Sıcaklığı,13,0,False,False,2.62,0,5,Yaz,0,Low
Şeker,Kuru Gıda,Buzdolabı,282,0,False,False,1.16,4,5,İlkbahar,6,Low
Peynir,Süt Ürünleri,Oda Sıcaklığı,4,0,False,True,2.93,6,0,Kış,82,Critical
Limon,Meyve,Buzdolabı,13,1,True,False,2.42,1,3,Sonbahar,18,Low
Makarna,Kuru Gıda,Oda Sıcaklığı,176,0,False,False,4.98,0,5,Yaz,0,Low
Zeytinyağlı Yemek,Pişmiş Yemek,Buzdolabı,-3,7,True,True,2.86,5,3,Sonbahar,100,Critical
Sucuk,Et Ürünleri,Buzdolabı,-1,0,False,True,2.92,1,3,Sonbahar,54,Medium
Zeytinyağlı Yemek,Pişmiş Yemek,Oda Sıcaklığı,3,0,False,True,1.7,3,2,Yaz,74,High
Muz,Meyve,Dondurucu,3,0,False,True,1.8,6,0,Sonbahar,52,Medium
Çilek,Meyve,Dondurucu,3,9,True,True,1.25,0,1,Kış,63,High
Açılmış Konserve,Konserve,Buzdolabı,-2,0,False,True,3.49,0,0,Yaz,64,High
Balık,Et Ürünleri,Dondurucu,1,10,True,True,4.78,3,2,Sonbahar,83,Critical
Etli Yemek,Pişmiş Yemek,Buzdolabı,-1,0,False,True,3.5,4,5,Sonbahar,62,High
Elma,Meyve,Buzdolabı,6,0,False,False,0.83,0,4,Kış,0,Low
Çorba,Pişmiş Yemek,Oda Sıcaklığı,-1,6,True,True,1.76,1,3,Yaz,100,Critical
Ekmek,Fırın Ürünü,Dondurucu,0,8,True,False,1.77,1,3,Yaz,68,High
Süt,Süt Ürünleri,Dondurucu,4,6,True,True,0.48,4,4,Yaz,81,Critical
Biber,Sebze,Buzdolabı,6,4,True,True,3.11,0,5,Kış,41,Medium
Kabak,Sebze,Buzdolabı,6,1,True,True,4.93,4,4,Sonbahar,51,Medium
Açılmış Konserve,Konserve,Buzdolabı,1,0,False,True,1.88,6,1,Sonbahar,68,High
Havuç,Sebze,Dondurucu,11,0,False,False,1.05,5,2,Yaz,8,Low
Üzüm,Meyve,Oda Sıcaklığı,1,2,True,True,0.62,5,4,İlkbahar,100,Critical
Pişmiş Pilav,Pişmiş Yemek,Buzdolabı,1,0,False,True,1.7,6,3,Sonbahar,64,High
Yoğurt,Süt Ürünleri,Oda Sıcaklığı,10,0,False,True,4.56,6,0,İlkbahar,69,High
Salatalık,Sebze,Oda Sıcaklığı,-2,0,False,True,2.06,4,1,Sonbahar,92,Critical
Çorba,Pişmiş Yemek,Buzdolabı,-1,8,True,True,3.37,3,2,Kış,100,Critical
Patates,Sebze,Oda Sıcaklığı,13,0,False,False,3.73,2,4,İlkbahar,4,Low
Tavuk,Et Ürünleri,Oda Sıcaklığı,3,0,False,True,2.89,0,1,İlkbahar,56,Medium
Açılmış Konserve,Konserve,Dondurucu,1,0,False,True,4.79,6,1,İlkbahar,60,High
Bulgur,Kuru Gıda,Oda Sıcaklığı,95,0,False,False,2.65,2,1,Kış,10,Low
Yoğurt,Süt Ürünleri,Dondurucu,7,1,True,True,2.99,5,4,Kış,47,Medium
Biber,Sebze,Buzdolabı,0,0,False,True,2.04,1,1,Kış,58,Medium
Şeker,Kuru Gıda,Dondurucu,339,0,False,False,2.45,3,5,Kış,0,Low
Armut,Meyve,Buzdolabı,5,0,False,True,1.5,2,1,Kış,42,Medium
Kapalı Konserve,Konserve,Dondurucu,28,1,True,False,3.68,5,5,Sonbahar,22,Low
Armut,Meyve,Dondurucu,9,6,True,True,4.29,0,1,Sonbahar,50,Medium
Domates,Sebze,Dondurucu,2,0,False,True,3.66,1,5,İlkbahar,32,Medium
