RecipeName,RecipeCategory,Difficulty,PreparationTimeMinutes,TotalIngredientCount,MatchedIngredientCount,MissingIngredientCount,MatchedIngredientRatio,RiskyIngredientCount,AverageDaysUntilExpiration,HasSensitiveIngredient,UserLikedSimilarRecipes,UserSavedSimilarRecipes,UserCookedSimilarRecipes,UserDislikedSimilarRecipes,ViewedSimilarRecipes,Season,RecommendationScore,RecommendationLabel
Sebzeli Sandviç,Atıştırmalık,Kolay,12,5,5,0,1.0,4,8,False,7,4,0,1,6,İlkbahar,100.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,8,1,7,0.125,0,0,True,8,1,0,3,14,İlkbahar,23.38,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,9,9,0,1.0,3,16,True,5,6,5,4,15,Sonbahar,100.0,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,7,4,3,0.571,1,24,True,2,5,4,4,7,Yaz,79.4,High
Kıymalı Makarna,Ana Yemek,Orta,30,4,4,0,1.0,2,9,False,1,6,1,4,15,Sonbahar,94.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,9,7,2,0.778,1,16,True,4,2,3,3,5,Sonbahar,94.22,High
Muzlu Pankek,Tatlı,Orta,25,10,8,2,0.8,1,4,False,2,3,3,5,0,Kış,69.0,Medium
Fırında Tavuk,Ana Yemek,Orta,45,7,0,7,0.0,0,21,True,8,4,2,3,14,Sonbahar,18.0,Low
Fırında Tavuk,Ana Yemek,Orta,45,7,1,6,0.143,0,2,True,0,3,5,5,10,Yaz,10.0,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,6,5,1,0.833,1,3,False,7,4,1,2,0,Yaz,100.0,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,9,8,1,0.889,4,14,False,3,2,1,5,7,İlkbahar,91.51,High
Kıymalı Makarna,Ana Yemek,Orta,30,10,8,2,0.8,4,22,True,3,1,5,1,0,Kış,100.0,High
Tavuklu Salata,Salata,Orta,25,6,5,1,0.833,4,12,False,5,5,0,5,13,İlkbahar,100.0,High
Peynirli Tost,Kahvaltı,Kolay,10,5,3,2,0.6,2,17,False,2,3,2,2,3,İlkbahar,74.6,Medium
Sebzeli Pilav,Ana Yemek,Kolay,25,9,2,7,0.222,2,7,False,4,5,5,2,11,İlkbahar,74.78,Medium
Kıymalı Makarna,Ana Yemek,Orta,30,5,1,4,0.2,1,3,False,4,6,3,3,8,Kış,62.6,Medium
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,10,5,5,0.5,0,20,False,1,6,4,3,14,Yaz,63.5,Medium
Muzlu Smoothie,Atıştırmalık,Kolay,7,8,4,4,0.5,3,20,False,3,4,0,5,10,Kış,53.5,Medium
Yoğurtlu Havuç Salatası,Salata,Kolay,15,5,0,5,0.0,0,23,True,0,3,3,0,0,Yaz,22.0,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,4,2,2,0.5,1,15,True,1,5,5,3,4,Kış,81.3,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,9,5,4,0.556,0,28,True,1,0,4,3,11,Yaz,47.44,Medium
Peynirli Tost,Kahvaltı,Kolay,10,4,3,1,0.75,2,4,True,5,4,3,1,2,Sonbahar,100.0,High
Sütlaç,Tatlı,Orta,45,4,4,0,1.0,4,21,True,0,3,0,5,15,Sonbahar,82.0,High
Muzlu Pankek,Tatlı,Orta,25,8,6,2,0.75,1,2,True,7,5,0,0,13,Kış,100.0,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,4,0,4,0.0,0,15,False,4,1,5,3,12,İlkbahar,28.0,Low
Muzlu Pankek,Tatlı,Orta,25,10,3,7,0.3,3,21,True,5,4,0,5,5,Sonbahar,24.5,Low
Muzlu Pankek,Tatlı,Orta,25,8,5,3,0.625,1,11,False,8,4,4,3,5,İlkbahar,95.88,High
Muzlu Pankek,Tatlı,Orta,25,5,0,5,0.0,0,9,True,4,0,4,5,8,Yaz,0.0,Low
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,9,9,0,1.0,3,27,True,0,4,0,5,13,Sonbahar,100.0,High
Sütlaç,Tatlı,Orta,45,9,5,4,0.556,0,9,True,4,6,0,5,13,İlkbahar,41.44,Low
Domates Çorbası,Çorba,Kolay,25,6,4,2,0.667,2,0,False,3,2,0,3,12,İlkbahar,81.33,High
Sütlaç,Tatlı,Orta,45,7,7,0,1.0,3,24,True,1,3,5,1,6,Sonbahar,100.0,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,9,3,6,0.333,1,5,False,0,2,2,5,0,Sonbahar,0.0,Low
Sebze Çorbası,Çorba,Kolay,28,6,1,5,0.167,0,23,False,0,4,5,2,12,Kış,35.83,Low
Kıymalı Makarna,Ana Yemek,Orta,30,8,4,4,0.5,3,21,True,2,0,1,5,2,Yaz,23.9,Low
Menemen,Kahvaltı,Kolay,20,7,6,1,0.857,1,11,False,3,0,0,1,5,Sonbahar,77.0,High
Mercimek Çorbası,Çorba,Kolay,30,9,6,3,0.667,2,11,True,1,4,5,5,13,İlkbahar,89.33,High
Sütlaç,Tatlı,Orta,45,10,8,2,0.8,1,19,False,5,2,3,3,5,Yaz,89.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,7,5,2,0.714,2,8,False,2,2,1,1,12,Yaz,84.0,High
Fırında Tavuk,Ana Yemek,Orta,45,8,6,2,0.75,2,7,True,2,0,0,3,0,Yaz,54.25,Medium
Yoğurtlu Havuç Salatası,Salata,Kolay,15,6,2,4,0.333,0,1,True,5,3,5,2,13,Sonbahar,91.67,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,9,8,1,0.889,4,17,False,4,1,0,2,7,Kış,100.0,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,8,6,2,0.75,3,3,False,5,2,4,0,1,Sonbahar,100.0,High
Tavuklu Salata,Salata,Orta,25,5,2,3,0.4,1,11,True,0,3,2,1,13,Yaz,55.0,Medium
Muzlu Pankek,Tatlı,Orta,25,6,3,3,0.5,2,18,False,6,4,0,0,14,İlkbahar,90.5,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,10,6,4,0.6,4,9,False,3,6,3,2,6,İlkbahar,100.0,High
Domates Çorbası,Çorba,Kolay,25,4,3,1,0.75,3,20,False,1,2,0,3,3,Yaz,62.85,Medium
Domates Çorbası,Çorba,Kolay,25,6,1,5,0.167,1,2,True,3,5,0,2,5,Sonbahar,43.83,Low
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,5,4,1,0.8,1,20,False,3,4,3,4,3,İlkbahar,78.6,High
Menemen,Kahvaltı,Kolay,20,8,6,2,0.75,1,15,True,3,6,1,1,12,Kış,100.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,10,9,1,0.9,0,6,False,8,4,5,3,3,Yaz,100.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,4,4,0,1.0,0,16,True,1,0,3,2,9,İlkbahar,78.8,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,9,7,2,0.778,2,13,True,5,0,4,0,8,Sonbahar,100.0,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,6,3,3,0.5,3,23,False,0,0,4,3,0,Yaz,40.5,Low
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,8,7,1,0.875,4,2,True,1,0,4,0,9,İlkbahar,100.0,High
Tavuklu Salata,Salata,Orta,25,9,5,4,0.556,1,28,True,4,1,5,3,10,Kış,74.44,Medium
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,5,4,1,0.8,3,9,False,5,5,0,2,11,Sonbahar,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,10,4,6,0.4,0,17,True,2,2,3,5,3,Yaz,12.6,Low
Fırında Tavuk,Ana Yemek,Orta,45,10,9,1,0.9,0,11,False,5,3,0,4,9,Yaz,77.3,High
Tavuklu Salata,Salata,Orta,25,8,4,4,0.5,1,29,False,6,1,5,4,15,Kış,62.5,Medium
Yoğurtlu Havuç Salatası,Salata,Kolay,15,7,4,3,0.571,2,26,True,6,6,0,1,14,Yaz,100.0,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,4,4,0,1.0,2,11,True,7,6,1,5,15,İlkbahar,100.0,High
Domates Çorbası,Çorba,Kolay,25,5,4,1,0.8,3,29,True,8,3,0,4,12,Kış,100.0,High
Sebze Çorbası,Çorba,Kolay,28,10,8,2,0.8,1,11,True,5,2,0,2,4,Yaz,91.8,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,7,2,5,0.286,1,21,True,4,3,0,5,11,İlkbahar,0.0,Low
Sebze Çorbası,Çorba,Kolay,28,5,5,0,1.0,1,1,True,6,2,5,2,7,Yaz,100.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,4,1,3,0.25,1,15,True,7,1,1,0,6,İlkbahar,65.95,Medium
Mevsim Salata,Salata,Kolay,10,9,8,1,0.889,2,3,True,7,2,1,2,9,Kış,100.0,High
Muzlu Smoothie,Atıştırmalık,Kolay,7,6,5,1,0.833,3,10,False,1,6,5,5,4,Sonbahar,100.0,High
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,4,2,2,0.5,1,4,False,2,3,1,4,8,Kış,45.1,Medium
Peynirli Tost,Kahvaltı,Kolay,10,6,4,2,0.667,3,14,False,7,1,2,4,0,Sonbahar,80.33,High
Kıymalı Makarna,Ana Yemek,Orta,30,6,0,6,0.0,0,10,True,8,5,2,0,7,Sonbahar,52.4,Medium
Mercimek Çorbası,Çorba,Kolay,30,6,1,5,0.167,0,3,True,3,1,1,0,2,Yaz,33.23,Low
Peynirli Tost,Kahvaltı,Kolay,10,9,8,1,0.889,2,20,False,3,4,4,4,14,Sonbahar,100.0,High
Sebzeli Omlet,Kahvaltı,Kolay,15,9,0,9,0.0,0,6,False,6,0,3,1,13,Kış,11.0,Low
Peynirli Tost,Kahvaltı,Kolay,10,10,8,2,0.8,2,0,True,3,2,3,2,10,Yaz,100.0,High
Tavuklu Salata,Salata,Orta,25,8,3,5,0.375,3,16,False,8,3,1,5,3,Kış,43.73,Low
Etli Sebze Yemeği,Ana Yemek,Zor,55,4,2,2,0.5,1,26,True,6,6,0,0,12,Kış,85.5,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,9,6,3,0.667,3,23,False,8,3,2,4,14,Sonbahar,97.33,High
Muzlu Pankek,Tatlı,Orta,25,4,3,1,0.75,3,30,True,8,1,2,1,7,İlkbahar,100.0,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,8,2,6,0.25,1,16,True,8,4,4,4,5,Yaz,58.75,Medium
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,7,4,3,0.571,0,22,True,2,3,2,2,8,Yaz,65.6,Medium
Domates Çorbası,Çorba,Kolay,25,4,1,3,0.25,1,23,False,8,0,1,5,12,Sonbahar,23.75,Low
Kıymalı Makarna,Ana Yemek,Orta,30,9,8,1,0.889,1,16,True,1,0,4,0,2,Yaz,100.0,High
Menemen,Kahvaltı,Kolay,20,6,0,6,0.0,0,8,True,1,4,0,0,2,Kış,6.4,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,5,5,0,1.0,1,3,False,8,2,5,0,3,Kış,100.0,High
Domates Çorbası,Çorba,Kolay,25,5,1,4,0.2,1,14,False,4,1,5,1,5,İlkbahar,55.0,Medium
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,5,2,3,0.4,0,7,True,7,5,4,1,3,İlkbahar,98.6,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,4,3,1,0.75,0,1,False,0,1,3,2,10,Yaz,69.25,Medium
Sebzeli Omlet,Kahvaltı,Kolay,15,8,6,2,0.75,0,11,True,1,3,3,2,3,Yaz,81.85,High
Muzlu Smoothie,Atıştırmalık,Kolay,7,9,7,2,0.778,2,19,False,0,6,5,4,8,Kış,100.0,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,10,1,9,0.1,1,29,True,5,2,2,0,5,Sonbahar,29.5,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,5,2,3,0.4,2,13,False,6,3,2,0,4,Yaz,87.8,High
Sebze Çorbası,Çorba,Kolay,28,8,7,1,0.875,1,27,True,3,4,5,2,6,İlkbahar,100.0,High
Mercimek Çorbası,Çorba,Kolay,30,7,2,5,0.286,2,30,False,2,2,1,1,8,Kış,41.6,Low
Yoğurtlu Havuç Salatası,Salata,Kolay,15,9,9,0,1.0,1,6,False,0,0,0,2,0,İlkbahar,83.0,High
Domates Çorbası,Çorba,Kolay,25,4,4,0,1.0,0,10,False,1,6,5,3,12,İlkbahar,100.0,High
Sebzeli Omlet,Kahvaltı,Kolay,15,4,1,3,0.25,0,25,False,1,1,4,5,15,İlkbahar,12.75,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,10,9,1,0.9,2,30,False,4,6,4,2,10,Kış,100.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,4,2,2,0.5,0,17,False,4,6,1,4,3,İlkbahar,47.1,Medium
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,6,3,3,0.5,0,6,False,6,6,5,4,3,Kış,83.1,High
Kıymalı Makarna,Ana Yemek,Orta,30,6,2,4,0.333,1,26,True,5,1,3,5,5,Sonbahar,24.67,Low
Peynirli Tost,Kahvaltı,Kolay,10,8,3,5,0.375,1,18,False,1,5,0,4,5,İlkbahar,20.12,Low
Muzlu Pankek,Tatlı,Orta,25,10,8,2,0.8,0,27,False,4,4,1,2,3,İlkbahar,82.6,High
Sebzeli Pilav,Ana Yemek,Kolay,25,4,4,0,1.0,4,21,False,5,4,3,2,6,Yaz,100.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,7,5,2,0.714,2,7,True,3,3,2,2,13,Kış,89.0,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,5,0,5,0.0,0,11,False,1,5,1,2,12,Yaz,14.0,Low
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,6,6,0,1.0,3,6,False,2,2,1,3,1,Kış,100.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,8,1,7,0.125,0,22,False,4,3,4,0,5,Yaz,18.38,Low
Tavuklu Salata,Salata,Orta,25,6,3,3,0.5,2,21,False,4,4,1,4,15,Kış,56.5,Medium
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,4,3,1,0.75,2,16,False,3,3,4,3,13,Kış,100.0,High
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,6,1,5,0.167,0,3,False,1,6,2,3,2,İlkbahar,26.23,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,9,7,2,0.778,3,10,False,1,0,4,3,2,Kış,89.62,High
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,8,1,7,0.125,1,29,False,2,5,3,2,10,Yaz,32.38,Low
Mercimek Çorbası,Çorba,Kolay,30,4,0,4,0.0,0,14,True,5,5,0,5,4,Yaz,1.8,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,9,5,4,0.556,1,30,False,8,0,1,3,1,Sonbahar,52.64,Medium
Mercimek Çorbası,Çorba,Kolay,30,8,6,2,0.75,4,2,True,8,3,2,5,6,İlkbahar,100.0,High
Sebzeli Omlet,Kahvaltı,Kolay,15,10,3,7,0.3,0,19,False,2,0,1,3,6,Kış,0.0,Low
Fırında Tavuk,Ana Yemek,Orta,45,10,7,3,0.7,1,11,True,4,2,5,2,4,Sonbahar,96.3,High
Muzlu Smoothie,Atıştırmalık,Kolay,7,10,4,6,0.4,0,11,True,8,6,0,0,6,İlkbahar,82.2,High
Domates Çorbası,Çorba,Kolay,25,8,8,0,1.0,1,21,False,0,4,4,0,2,Yaz,100.0,High
Sebze Çorbası,Çorba,Kolay,28,4,0,4,0.0,0,20,False,2,6,2,0,0,Yaz,36.0,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,4,3,1,0.75,1,10,True,8,2,3,1,10,İlkbahar,100.0,High
Sebzeli Omlet,Kahvaltı,Kolay,15,7,6,1,0.857,1,3,False,3,4,3,3,1,Kış,100.0,High
Menemen,Kahvaltı,Kolay,20,6,5,1,0.833,4,1,False,6,4,5,0,14,Yaz,100.0,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,9,7,2,0.778,3,15,False,8,0,4,5,14,Yaz,100.0,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,9,9,0,1.0,4,0,False,0,6,4,4,3,Yaz,100.0,High
Mevsim Salata,Salata,Kolay,10,5,4,1,0.8,3,21,True,5,3,3,3,14,Yaz,100.0,High
Mercimek Çorbası,Çorba,Kolay,30,5,1,4,0.2,1,4,False,5,4,3,3,5,Yaz,52.0,Medium
Sebzeli Pilav,Ana Yemek,Kolay,25,7,7,0,1.0,0,30,True,2,2,2,3,6,İlkbahar,92.2,High
Peynirli Tost,Kahvaltı,Kolay,10,6,4,2,0.667,1,19,True,2,4,2,4,15,Kış,75.33,High
Peynirli Tost,Kahvaltı,Kolay,10,10,6,4,0.6,4,0,True,1,2,0,2,14,Kış,100.0,High
Muzlu Pankek,Tatlı,Orta,25,8,7,1,0.875,3,30,False,5,5,2,0,5,Kış,100.0,High
Domates Çorbası,Çorba,Kolay,25,5,5,0,1.0,0,7,False,8,2,0,1,14,İlkbahar,100.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,8,7,1,0.875,2,15,False,0,4,5,0,13,Yaz,100.0,High
Sebzeli Omlet,Kahvaltı,Kolay,15,5,2,3,0.4,1,6,True,8,1,2,5,5,Kış,53.0,Medium
Mevsim Salata,Salata,Kolay,10,8,1,7,0.125,1,9,False,5,5,1,4,15,Yaz,19.38,Low
Yoğurt Çorbası,Çorba,Orta,35,4,0,4,0.0,0,12,False,6,6,2,1,10,Kış,48.0,Medium
Yoğurtlu Havuç Salatası,Salata,Kolay,15,5,0,5,0.0,0,12,False,8,6,4,0,5,Yaz,75.0,High
Domates Çorbası,Çorba,Kolay,25,7,3,4,0.429,3,16,True,0,2,4,0,13,İlkbahar,92.0,High
Fırında Tavuk,Ana Yemek,Orta,45,7,0,7,0.0,0,14,True,6,3,5,5,15,Kış,7.0,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,10,1,9,0.1,0,26,True,5,0,5,0,7,Yaz,30.9,Low
Kıymalı Makarna,Ana Yemek,Orta,30,6,5,1,0.833,3,8,False,5,4,2,4,7,Sonbahar,100.0,High
Muzlu Pankek,Tatlı,Orta,25,10,9,1,0.9,1,16,False,7,4,2,0,5,Yaz,100.0,High
Peynirli Tost,Kahvaltı,Kolay,10,5,0,5,0.0,0,5,True,5,2,3,5,15,Yaz,15.0,Low
Muzlu Smoothie,Atıştırmalık,Kolay,7,10,10,0,1.0,1,30,False,8,1,4,0,6,Yaz,100.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,7,7,0,1.0,4,9,True,5,3,4,0,1,İlkbahar,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,6,2,4,0.333,2,12,True,6,4,2,4,9,Yaz,67.47,Medium
Sebzeli Omlet,Kahvaltı,Kolay,15,10,3,7,0.3,3,27,True,6,0,5,1,11,Kış,84.5,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,4,2,2,0.5,2,10,True,4,2,2,5,7,Kış,56.9,Medium
Sebzeli Sandviç,Atıştırmalık,Kolay,12,8,4,4,0.5,3,12,False,2,1,4,2,10,Yaz,82.5,High
Muzlu Smoothie,Atıştırmalık,Kolay,7,7,6,1,0.857,2,30,True,0,2,0,3,14,Kış,83.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,9,9,0,1.0,3,29,True,8,3,4,2,15,Sonbahar,100.0,High
Tavuklu Salata,Salata,Orta,25,9,7,2,0.778,2,0,True,2,0,4,3,12,İlkbahar,100.0,High
Peynirli Tost,Kahvaltı,Kolay,10,6,1,5,0.167,0,23,False,2,0,2,2,10,Sonbahar,8.83,Low
Yoğurt Çorbası,Çorba,Orta,35,10,5,5,0.5,4,26,False,1,2,1,4,14,Yaz,45.5,Medium
Mercimek Çorbası,Çorba,Kolay,30,10,4,6,0.4,3,13,True,4,0,5,2,6,Yaz,74.2,Medium
Peynirli Tost,Kahvaltı,Kolay,10,4,2,2,0.5,1,12,True,8,1,2,4,6,İlkbahar,65.7,Medium
Menemen,Kahvaltı,Kolay,20,5,0,5,0.0,0,13,True,4,6,0,2,2,İlkbahar,18.4,Low
Fırında Tavuk,Ana Yemek,Orta,45,10,9,1,0.9,2,9,False,7,3,4,5,1,Yaz,100.0,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,6,5,1,0.833,1,10,False,4,0,4,4,8,Sonbahar,82.77,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,8,7,1,0.875,3,26,True,5,0,5,5,6,İlkbahar,100.0,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,10,0,10,0.0,0,10,False,1,5,4,4,3,Yaz,0.0,Low
Menemen,Kahvaltı,Kolay,20,9,8,1,0.889,0,27,True,4,2,4,3,12,Sonbahar,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,6,3,3,0.5,3,15,False,3,3,4,3,2,Kış,80.9,High
Sebzeli Pilav,Ana Yemek,Kolay,25,9,6,3,0.667,4,6,True,7,0,5,3,10,Kış,100.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,7,3,4,0.429,2,29,False,8,5,1,2,1,Kış,79.2,High
Sütlaç,Tatlı,Orta,45,6,0,6,0.0,0,26,True,7,6,5,3,8,Kış,45.6,Medium
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,7,0,7,0.0,0,30,True,5,2,3,4,0,Sonbahar,0.0,Low
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,4,3,1,0.75,0,15,False,7,2,1,2,7,İlkbahar,78.65,High
Muzlu Pankek,Tatlı,Orta,25,10,2,8,0.2,1,15,False,6,3,4,5,13,Sonbahar,16.0,Low
Fırında Tavuk,Ana Yemek,Orta,45,6,1,5,0.167,1,13,False,4,1,0,5,11,Kış,0.0,Low
Menemen,Kahvaltı,Kolay,20,8,0,8,0.0,0,9,False,4,1,5,3,4,İlkbahar,0.0,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,8,4,4,0.5,2,22,False,2,2,1,5,13,Kış,36.5,Low
Domates Çorbası,Çorba,Kolay,25,7,1,6,0.143,0,30,True,2,3,1,0,12,Sonbahar,30.0,Low
Peynirli Akdeniz Salatası,Salata,Kolay,15,7,1,6,0.143,0,19,True,4,5,5,3,6,Kış,46.2,Medium
Fırında Tavuk,Ana Yemek,Orta,45,5,0,5,0.0,0,21,False,5,6,4,5,5,İlkbahar,12.0,Low
Domates Çorbası,Çorba,Kolay,25,6,4,2,0.667,2,24,True,4,4,3,4,1,Yaz,84.53,High
Domates Çorbası,Çorba,Kolay,25,4,2,2,0.5,0,11,True,7,2,3,1,15,Sonbahar,89.5,High
Fırında Tavuk,Ana Yemek,Orta,45,7,3,4,0.429,1,28,True,6,2,5,5,6,Sonbahar,51.2,Medium
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,5,3,2,0.6,3,22,False,0,2,1,0,2,Sonbahar,79.4,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,7,1,6,0.143,0,24,False,5,3,0,1,1,Yaz,0.0,Low
Sebzeli Sandviç,Atıştırmalık,Kolay,12,9,4,5,0.444,4,11,False,3,6,1,4,6,Sonbahar,73.76,Medium
Sebzeli Omlet,Kahvaltı,Kolay,15,5,0,5,0.0,0,19,True,8,5,3,3,1,Kış,41.2,Low
Fırında Tavuk,Ana Yemek,Orta,45,4,4,0,1.0,4,21,True,4,6,0,0,5,Kış,100.0,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,9,2,7,0.222,2,14,True,0,2,4,3,1,İlkbahar,10.98,Low
Mevsim Salata,Salata,Kolay,10,9,7,2,0.778,1,0,False,7,4,2,5,9,Sonbahar,100.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,4,3,1,0.75,1,29,False,3,3,4,1,15,Sonbahar,100.0,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,7,3,4,0.429,0,3,True,5,0,1,1,8,İlkbahar,50.6,Medium
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,7,6,1,0.857,3,14,False,1,0,0,2,11,Kış,88.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,10,3,7,0.3,3,1,True,6,2,5,5,15,Sonbahar,56.5,Medium
Menemen,Kahvaltı,Kolay,20,9,6,3,0.667,2,2,True,8,6,4,2,7,Yaz,100.0,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,6,4,2,0.667,2,18,False,3,1,4,2,5,Sonbahar,89.33,High
Mevsim Salata,Salata,Kolay,10,6,1,5,0.167,0,15,False,1,4,3,0,13,Yaz,46.83,Medium
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,6,3,3,0.5,3,10,False,5,5,0,3,9,Kış,80.3,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,6,4,2,0.667,4,4,True,8,6,0,5,0,Kış,100.0,High
Sebzeli Omlet,Kahvaltı,Kolay,15,8,8,0,1.0,4,2,True,5,2,2,5,5,İlkbahar,100.0,High
Mercimek Çorbası,Çorba,Kolay,30,10,10,0,1.0,0,7,True,3,0,5,0,6,Yaz,100.0,High
Sebzeli Omlet,Kahvaltı,Kolay,15,5,2,3,0.4,2,21,False,7,4,1,2,0,Yaz,73.0,Medium
Mevsim Salata,Salata,Kolay,10,8,0,8,0.0,0,12,False,3,2,0,4,5,İlkbahar,0.0,Low
Sebzeli Sandviç,Atıştırmalık,Kolay,12,5,4,1,0.8,3,11,False,3,5,0,1,4,İlkbahar,100.0,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,8,2,6,0.25,1,23,True,6,0,3,5,3,İlkbahar,14.35,Low
Tavuklu Salata,Salata,Orta,25,7,2,5,0.286,2,20,False,3,0,2,0,5,Yaz,41.0,Low
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,10,6,4,0.6,3,22,False,1,5,4,0,5,İlkbahar,100.0,High
Muzlu Pankek,Tatlı,Orta,25,4,3,1,0.75,0,22,False,8,3,1,1,4,Sonbahar,87.05,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,9,2,7,0.222,1,13,False,6,0,5,0,6,Yaz,56.98,Medium
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,8,2,6,0.25,1,17,False,3,0,3,2,10,Kış,25.75,Low
Muzlu Smoothie,Atıştırmalık,Kolay,7,5,0,5,0.0,0,0,False,5,1,5,4,11,Kış,34.0,Low
Muzlu Smoothie,Atıştırmalık,Kolay,7,7,2,5,0.286,2,22,False,0,5,4,0,0,İlkbahar,68.0,Medium
Sebze Çorbası,Çorba,Kolay,28,9,4,5,0.444,3,22,True,3,2,1,3,2,İlkbahar,50.96,Medium
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,10,6,4,0.6,2,25,True,8,1,3,2,1,Kış,98.2,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,4,1,3,0.25,1,26,True,3,4,5,3,11,İlkbahar,72.75,Medium
Sebzeli Omlet,Kahvaltı,Kolay,15,7,3,4,0.429,2,18,True,4,0,2,3,11,Sonbahar,56.0,Medium
Tavuklu Sebze Sote,Ana Yemek,Orta,35,7,1,6,0.143,1,3,True,2,3,3,0,2,Sonbahar,45.4,Medium
Sebze Çorbası,Çorba,Kolay,28,9,6,3,0.667,2,12,True,8,0,0,5,12,İlkbahar,67.33,Medium
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,4,4,0,1.0,1,12,False,4,6,2,1,3,Yaz,100.0,High
